model,is_train,batch_size,steps,steps_per_loop,instance,cost_per_hour,steps_per_second,total_time,total_cost
resnet18,True,128,5000,100,g5.xlarge,1.01,49.78674114227295,100.42834468140349,0.02817573003561598
bert_base,True,8,5000,100,g5.xlarge,1.01,23.108604784011842,216.36961844876726,0.06070369850923748
retinanet,True,8,300,10,g5.xlarge,1.01,2.503272708257039,119.84311537870033,0.03362265181457982
maskrcnn,True,8,600,10,g5.xlarge,1.01,1.6071034078796704,373.3424974760082,0.10474331179188007
