model,is_train,batch_size,steps,steps_per_loop,instance,cost_per_hour,steps_per_second,total_time,total_cost
resnet18,False,128,5000,-1,g6.xlarge,0.8,1228.169677734375,4.071098717584025,0.0009046886039075612
bert_base,False,8,5000,-1,g6.xlarge,0.8,92.09929656982422,54.28923114748544,0.012064273588330099
retinanet,False,8,300,-1,g6.xlarge,0.8,0.21929395198822021,1368.0267845057353,0.3040059521123856
maskrcnn,False,8,600,-1,g6.xlarge,0.8,1.4278656244277954,420.207608990128,0.09337946866447289
